Horas;Minutos;ID Caixa;Tempo Espera;Numero de clientes na fila;Numero de caixas abertas;Numero de clientes no supermercado
1;5;29;0;0;0;0
1;5;30;0;0;0;0
1;5;31;0;0;0;0
1;5;32;0;0;0;0
1;5;33;0;0;0;0
1;5;34;0;0;0;0
1;5;35;0;0;0;0
1;5;36;0;0;0;0
1;5;37;0;0;0;0
1;5;38;0;0;0;0
1;5;39;0;0;0;0
1;5;40;0;0;0;0
1;5;41;0;0;0;0
1;5;42;0;0;0;0
1;5;43;0;0;0;0
1;5;44;0;0;0;0
1;5;45;0;0;0;0
1;5;46;0;0;0;0
1;5;47;0;0;0;0
1;5;48;0;0;0;0
1;5;49;0;0;0;0
1;5;50;0;0;0;0
1;6;1;0;0;0;0
1;6;2;0;0;0;0
1;6;3;0;0;0;0
1;6;4;0;0;0;0
1;6;5;0;0;0;0
1;6;6;0;0;0;0
1;6;7;0;0;0;0
1;6;8;0;0;0;0
1;6;9;0;0;0;0
1;6;10;0;0;0;0
1;6;11;0;0;0;0
1;6;12;0;0;0;0
1;6;13;0;0;0;0
1;6;14;0;0;0;0
1;6;15;0;0;0;0
1;6;16;0;0;0;0
1;6;17;0;0;0;0
1;6;18;0;0;0;0
1;6;19;0;0;0;0
1;6;20;0;0;0;0
1;6;21;0;0;0;0
1;6;22;0;0;0;0
1;6;23;0;0;0;0
1;6;24;0;0;0;0
1;6;25;0;0;0;0
1;6;26;0;0;0;0
1;6;27;0;0;0;0
1;6;28;0;0;0;0
1;6;29;0;0;0;0
1;6;30;0;0;0;0
1;6;31;0;0;0;0
1;6;32;0;0;0;0
1;6;33;0;0;0;0
1;6;34;0;0;0;0
1;6;35;0;0;0;0
1;6;36;0;0;0;0
1;6;37;0;0;0;0
1;6;38;0;0;0;0
1;6;39;0;0;0;0
1;6;40;0;0;0;0
1;6;41;0;0;0;0
1;6;42;0;0;0;0
1;6;43;0;0;0;0
1;6;44;0;0;0;0
1;6;45;0;0;0;0
1;6;46;0;0;0;0
1;6;47;0;0;0;0
1;6;48;0;0;0;0
1;6;49;0;0;0;0
1;6;50;0;0;0;0
2;1;1;0;0;0;0
2;1;2;0;0;0;0
2;1;3;0;0;0;0
2;1;4;0;0;0;0
2;1;5;0;0;0;0
2;1;6;0;0;0;0
2;1;7;0;0;0;0
2;1;8;0;0;0;0
2;1;9;0;0;0;0
2;1;10;0;0;0;0
2;1;11;0;0;0;0
2;1;12;0;0;0;0
2;1;13;0;0;0;0
2;1;14;0;0;0;0
2;1;15;0;0;0;0
2;1;16;0;0;0;0
2;1;17;0;0;0;0
2;1;18;0;0;0;0
2;1;19;0;0;0;0
2;1;20;0;0;0;0
2;1;21;0;0;0;0
2;1;22;0;0;0;0
2;1;23;0;0;0;0
2;1;24;0;0;0;0
2;1;25;0;0;0;0
2;1;26;0;0;0;0
2;1;27;0;0;0;0
2;1;28;0;0;0;0
2;1;29;0;0;0;0
2;1;30;0;0;0;0
2;1;31;0;0;0;0
2;1;32;0;0;0;0
2;1;33;0;0;0;0
2;1;34;0;0;0;0
2;1;35;0;0;0;0
2;1;36;0;0;0;0
2;1;37;0;0;0;0
2;1;38;0;0;0;0
2;1;39;0;0;0;0
2;1;40;0;0;0;0
2;1;41;0;0;0;0
2;1;42;0;0;0;0
2;1;43;0;0;0;0
2;1;44;0;0;0;0
2;1;45;0;0;0;0
2;1;46;0;0;0;0
2;1;47;0;0;0;0
2;1;48;0;0;0;0
2;1;49;0;0;0;0
2;1;50;0;0;0;0
2;2;1;0;0;0;0
2;2;2;0;0;0;0
2;2;3;0;0;0;0
2;2;4;0;0;0;0
2;2;5;0;0;0;0
2;2;6;0;0;0;0
2;2;7;0;0;0;0
2;2;8;0;0;0;0
2;2;9;0;0;0;0
2;2;10;0;0;0;0
2;2;11;0;0;0;0
2;2;12;0;0;0;0
2;2;13;0;0;0;0
2;2;14;0;0;0;0
2;2;15;0;0;0;0
2;2;16;0;0;0;0
2;2;17;0;0;0;0
2;2;18;0;0;0;0
2;2;19;0;0;0;0
2;2;20;0;0;0;0
2;2;21;0;0;0;0
2;2;22;0;0;0;0
2;2;23;0;0;0;0
2;2;24;0;0;0;0
2;2;25;0;0;0;0
2;2;26;0;0;0;0
2;2;27;0;0;0;0
2;2;28;0;0;0;0
2;2;29;0;0;0;0
2;2;30;0;0;0;0
2;2;31;0;0;0;0
2;2;32;0;0;0;0
2;2;33;0;0;0;0
2;2;34;0;0;0;0
2;2;35;0;0;0;0
2;2;36;0;0;0;0
2;2;37;0;0;0;0
2;2;38;0;0;0;0
2;2;39;0;0;0;0
2;2;40;0;0;0;0
2;2;41;0;0;0;0
2;2;42;0;0;0;0
2;2;43;0;0;0;0
2;2;44;0;0;0;0
2;2;45;0;0;0;0
2;2;46;0;0;0;0
2;2;47;0;0;0;0
2;2;48;0;0;0;0
2;2;49;0;0;0;0
2;2;50;0;0;0;0
2;3;1;0;0;0;0
2;3;2;0;0;0;0
2;3;3;0;0;0;0
2;3;4;0;0;0;0
2;3;5;0;0;0;0
2;3;6;0;0;0;0
2;3;7;0;0;0;0
2;3;8;0;0;0;0
2;3;9;0;0;0;0
2;3;10;0;0;0;0
2;3;11;0;0;0;0
2;3;12;0;0;0;0
2;3;13;0;0;0;0
2;3;14;0;0;0;0
2;3;15;0;0;0;0
2;3;16;0;0;0;0
2;3;17;0;0;0;0
2;3;18;0;0;0;0
2;3;19;0;0;0;0
2;3;20;0;0;0;0
2;3;21;0;0;0;0
2;3;22;0;0;0;0
2;3;23;0;0;0;0
2;3;24;0;0;0;0
2;3;25;0;0;0;0
2;3;26;0;0;0;0
2;3;27;0;0;0;0
2;3;28;0;0;0;0
2;3;29;0;0;0;0
2;3;30;0;0;0;0
2;3;31;0;0;0;0
2;3;32;0;0;0;0
2;3;33;0;0;0;0
2;3;34;0;0;0;0
2;3;35;0;0;0;0
2;3;36;0;0;0;0
2;3;37;0;0;0;0
2;3;38;0;0;0;0
2;3;39;0;0;0;0
2;3;40;0;0;0;0
2;3;41;0;0;0;0
2;3;42;0;0;0;0
2;3;43;0;0;0;0
2;3;44;0;0;0;0
2;3;45;0;0;0;0
2;3;46;0;0;0;0
2;3;47;0;0;0;0
2;3;48;0;0;0;0
2;3;49;0;0;0;0
2;3;50;0;0;0;0
2;4;1;0;0;0;0
2;4;2;0;0;0;0
2;4;3;0;0;0;0
2;4;4;0;0;0;0
2;4;5;0;0;0;0
2;4;6;0;0;0;0
2;4;7;0;0;0;0
2;4;8;0;0;0;0
2;4;9;0;0;0;0
2;4;10;0;0;0;0
2;4;11;0;0;0;0
2;4;12;0;0;0;0
2;4;13;0;0;0;0
2;4;14;0;0;0;0
2;4;15;0;0;0;0
2;4;16;0;0;0;0
2;4;17;0;0;0;0
2;4;18;0;0;0;0
2;4;19;0;0;0;0
2;4;20;0;0;0;0
2;4;21;0;0;0;0
2;4;22;0;0;0;0
2;4;23;0;0;0;0
2;4;24;0;0;0;0
2;4;25;0;0;0;0
2;4;26;0;0;0;0
2;4;27;0;0;0;0
2;4;28;0;0;0;0
2;4;29;0;0;0;0
2;4;30;0;0;0;0
2;4;31;0;0;0;0
2;4;32;0;0;0;0
2;4;33;0;0;0;0
2;4;34;0;0;0;0
2;4;35;0;0;0;0
2;4;36;0;0;0;0
2;4;37;0;0;0;0
2;4;38;0;0;0;0
2;4;39;0;0;0;0
2;4;40;0;0;0;0
2;4;41;0;0;0;0
2;4;42;0;0;0;0
2;4;43;0;0;0;0
2;4;44;0;0;0;0
2;4;45;0;0;0;0
2;4;46;0;0;0;0
2;4;47;0;0;0;0
2;4;48;0;0;0;0
2;4;49;0;0;0;0
2;4;50;0;0;0;0
2;5;1;0;0;0;0
2;5;2;0;0;0;0
2;5;3;0;0;0;0
2;5;4;0;0;0;0
2;5;5;0;0;0;0
2;5;6;0;0;0;0
2;5;7;0;0;0;0
2;5;8;0;0;0;0
2;5;9;0;0;0;0
2;5;10;0;0;0;0
2;5;11;0;0;0;0
2;5;12;0;0;0;0
2;5;13;0;0;0;0
2;5;14;0;0;0;0
2;5;15;0;0;0;0
2;5;16;0;0;0;0
2;5;17;0;0;0;0
2;5;18;0;0;0;0
2;5;19;0;0;0;0
2;5;20;0;0;0;0
2;5;21;0;0;0;0
2;5;22;0;0;0;0
2;5;23;0;0;0;0
2;5;24;0;0;0;0
2;5;25;0;0;0;0
2;5;26;0;0;0;0
2;5;27;0;0;0;0
2;5;28;0;0;0;0
2;5;29;0;0;0;0
2;5;30;0;0;0;0
2;5;31;0;0;0;0
2;5;32;0;0;0;0
2;5;33;0;0;0;0
2;5;34;0;0;0;0
2;5;35;0;0;0;0
2;5;36;0;0;0;0
2;5;37;0;0;0;0
2;5;38;0;0;0;0
2;5;39;0;0;0;0
2;5;40;0;0;0;0
2;5;41;0;0;0;0
2;5;42;0;0;0;0
2;5;43;0;0;0;0
2;5;44;0;0;0;0
2;5;45;0;0;0;0
2;5;46;0;0;0;0
2;5;47;0;0;0;0
2;5;48;0;0;0;0
2;5;49;0;0;0;0
2;5;50;0;0;0;0
2;6;1;0;0;0;0
2;6;2;0;0;0;0
2;6;3;0;0;0;0
2;6;4;0;0;0;0
2;6;5;0;0;0;0
2;6;6;0;0;0;0
2;6;7;0;0;0;0
2;6;8;0;0;0;0
2;6;9;0;0;0;0
2;6;10;0;0;0;0
2;6;11;0;0;0;0
2;6;12;0;0;0;0
2;6;13;0;0;0;0
2;6;14;0;0;0;0
2;6;15;0;0;0;0
2;6;16;0;0;0;0
2;6;17;0;0;0;0
2;6;18;0;0;0;0
2;6;19;0;0;0;0
2;6;20;0;0;0;0
2;6;21;0;0;0;0
2;6;22;0;0;0;0
2;6;23;0;0;0;0
2;6;24;0;0;0;0
2;6;25;0;0;0;0
2;6;26;0;0;0;0
2;6;27;0;0;0;0
2;6;28;0;0;0;0
2;6;29;0;0;0;0
2;6;30;0;0;0;0
2;6;31;0;0;0;0
2;6;32;0;0;0;0
2;6;33;0;0;0;0
2;6;34;0;0;0;0
2;6;35;0;0;0;0
2;6;36;0;0;0;0
2;6;37;0;0;0;0
2;6;38;0;0;0;0
2;6;39;0;0;0;0
2;6;40;0;0;0;0
2;6;41;0;0;0;0
2;6;42;0;0;0;0
2;6;43;0;0;0;0
2;6;44;0;0;0;0
2;6;45;0;0;0;0
2;6;46;0;0;0;0
2;6;47;0;0;0;0
2;6;48;0;0;0;0
2;6;49;0;0;0;0
2;6;50;0;0;0;0
3;1;1;0;0;0;0
3;1;2;0;0;0;0
3;1;3;0;0;0;0
3;1;4;0;0;0;0
3;1;5;0;0;0;0
3;1;6;0;0;0;0
3;1;7;0;0;0;0
3;1;8;0;0;0;0
3;1;9;0;0;0;0
3;1;10;0;0;0;0
3;1;11;0;0;0;0
3;1;12;0;0;0;0
3;1;13;0;0;0;0
3;1;14;0;0;0;0
3;1;15;0;0;0;0
3;1;16;0;0;0;0
3;1;17;0;0;0;0
3;1;18;0;0;0;0
3;1;19;0;0;0;0
3;1;20;0;0;0;0
3;1;21;0;0;0;0
3;1;22;0;0;0;0
3;1;23;0;0;0;0
3;1;24;0;0;0;0
3;1;25;0;0;0;0
3;1;26;0;0;0;0
3;1;27;0;0;0;0
3;1;28;0;0;0;0
3;1;29;0;0;0;0
3;1;30;0;0;0;0
3;1;31;0;0;0;0
3;1;32;0;0;0;0
3;1;33;0;0;0;0
3;1;34;0;0;0;0
3;1;35;0;0;0;0
3;1;36;0;0;0;0
3;1;37;0;0;0;0
3;1;38;0;0;0;0
3;1;39;0;0;0;0
3;1;40;0;0;0;0
3;1;41;0;0;0;0
3;1;42;0;0;0;0
3;1;43;0;0;0;0
3;1;44;0;0;0;0
3;1;45;0;0;0;0
3;1;46;0;0;0;0
3;1;47;0;0;0;0
3;1;48;0;0;0;0
3;1;49;0;0;0;0
3;1;50;0;0;0;0
3;2;1;0;0;0;0
3;2;2;0;0;0;0
3;2;3;0;0;0;0
3;2;4;0;0;0;0
3;2;5;0;0;0;0
3;2;6;0;0;0;0
3;2;7;0;0;0;0
3;2;8;0;0;0;0
3;2;9;0;0;0;0
3;2;10;0;0;0;0
3;2;11;0;0;0;0
3;2;12;0;0;0;0
3;2;13;0;0;0;0
3;2;14;0;0;0;0
3;2;15;0;0;0;0
3;2;16;0;0;0;0
3;2;17;0;0;0;0
3;2;18;0;0;0;0
3;2;19;0;0;0;0
3;2;20;0;0;0;0
3;2;21;0;0;0;0
3;2;22;0;0;0;0
3;2;23;0;0;0;0
3;2;24;0;0;0;0
3;2;25;0;0;0;0
3;2;26;0;0;0;0
3;2;27;0;0;0;0
3;2;28;0;0;0;0
3;2;29;0;0;0;0
3;2;30;0;0;0;0
3;2;31;0;0;0;0
3;2;32;0;0;0;0
3;2;33;0;0;0;0
3;2;34;0;0;0;0
3;2;35;0;0;0;0
3;2;36;0;0;0;0
3;2;37;0;0;0;0
3;2;38;0;0;0;0
3;2;39;0;0;0;0
3;2;40;0;0;0;0
3;2;41;0;0;0;0
3;2;42;0;0;0;0
3;2;43;0;0;0;0
3;2;44;0;0;0;0
3;2;45;0;0;0;0
3;2;46;0;0;0;0
3;2;47;0;0;0;0
3;2;48;0;0;0;0
3;2;49;0;0;0;0
3;2;50;0;0;0;0
3;3;1;0;0;0;0
3;3;2;0;0;0;0
3;3;3;0;0;0;0
3;3;4;0;0;0;0
3;3;5;0;0;0;0
3;3;6;0;0;0;0
3;3;7;0;0;0;0
3;3;8;0;0;0;0
3;3;9;0;0;0;0
3;3;10;0;0;0;0
3;3;11;0;0;0;0
3;3;12;0;0;0;0
3;3;13;0;0;0;0
3;3;14;0;0;0;0
3;3;15;0;0;0;0
3;3;16;0;0;0;0
3;3;17;0;0;0;0
3;3;18;0;0;0;0
3;3;19;0;0;0;0
3;3;20;0;0;0;0
3;3;21;0;0;0;0
3;3;22;0;0;0;0
3;3;23;0;0;0;0
3;3;24;0;0;0;0
3;3;25;0;0;0;0
3;3;26;0;0;0;0
3;3;27;0;0;0;0
3;3;28;0;0;0;0
3;3;29;0;0;0;0
3;3;30;0;0;0;0
3;3;31;0;0;0;0
3;3;32;0;0;0;0
3;3;33;0;0;0;0
3;3;34;0;0;0;0
3;3;35;0;0;0;0
3;3;36;0;0;0;0
3;3;37;0;0;0;0
3;3;38;0;0;0;0
3;3;39;0;0;0;0
3;3;40;0;0;0;0
3;3;41;0;0;0;0
3;3;42;0;0;0;0
3;3;43;0;0;0;0
3;3;44;0;0;0;0
3;3;45;0;0;0;0
3;3;46;0;0;0;0
3;3;47;0;0;0;0
3;3;48;0;0;0;0
3;3;49;0;0;0;0
3;3;50;0;0;0;0
3;4;1;0;0;0;0
3;4;2;0;0;0;0
3;4;3;0;0;0;0
3;4;4;0;0;0;0
3;4;5;0;0;0;0
3;4;6;0;0;0;0
3;4;7;0;0;0;0
3;4;8;0;0;0;0
3;4;9;0;0;0;0
3;4;10;0;0;0;0
3;4;11;0;0;0;0
3;4;12;0;0;0;0
3;4;13;0;0;0;0
3;4;14;0;0;0;0
3;4;15;0;0;0;0
3;4;16;0;0;0;0
3;4;17;0;0;0;0
3;4;18;0;0;0;0
3;4;19;0;0;0;0
3;4;20;0;0;0;0
3;4;21;0;0;0;0
3;4;22;0;0;0;0
3;4;23;0;0;0;0
3;4;24;0;0;0;0
3;4;25;0;0;0;0
3;4;26;0;0;0;0
3;4;27;0;0;0;0
3;4;28;0;0;0;0
3;4;29;0;0;0;0
3;4;30;0;0;0;0
3;4;31;0;0;0;0
3;4;32;0;0;0;0
3;4;33;0;0;0;0
3;4;34;0;0;0;0
3;4;35;0;0;0;0
3;4;36;0;0;0;0
3;4;37;0;0;0;0
3;4;38;0;0;0;0
3;4;39;0;0;0;0
3;4;40;0;0;0;0
3;4;41;0;0;0;0
3;4;42;0;0;0;0
3;4;43;0;0;0;0
3;4;44;0;0;0;0
3;4;45;0;0;0;0
3;4;46;0;0;0;0
3;4;47;0;0;0;0
3;4;48;0;0;0;0
3;4;49;0;0;0;0
3;4;50;0;0;0;0
3;5;1;0;0;0;0
3;5;2;0;0;0;0
3;5;3;0;0;0;0
3;5;4;0;0;0;0
3;5;5;0;0;0;0
3;5;6;0;0;0;0
3;5;7;0;0;0;0
3;5;8;0;0;0;0
3;5;9;0;0;0;0
3;5;10;0;0;0;0
3;5;11;0;0;0;0
3;5;12;0;0;0;0
3;5;13;0;0;0;0
3;5;14;0;0;0;0
3;5;15;0;0;0;0
3;5;16;0;0;0;0
3;5;17;0;0;0;0
3;5;18;0;0;0;0
3;5;19;0;0;0;0
3;5;20;0;0;0;0
3;5;21;0;0;0;0
3;5;22;0;0;0;0
3;5;23;0;0;0;0
3;5;24;0;0;0;0
3;5;25;0;0;0;0
3;5;26;0;0;0;0
3;5;27;0;0;0;0
3;5;28;0;0;0;0
3;5;29;0;0;0;0
3;5;30;0;0;0;0
3;5;31;0;0;0;0
3;5;32;0;0;0;0
3;5;33;0;0;0;0
3;5;34;0;0;0;0
3;5;35;0;0;0;0
3;5;36;0;0;0;0
3;5;37;0;0;0;0
3;5;38;0;0;0;0
3;5;39;0;0;0;0
3;5;40;0;0;0;0
3;5;41;0;0;0;0
3;5;42;0;0;0;0
3;5;43;0;0;0;0
3;5;44;0;0;0;0
3;5;45;0;0;0;0
3;5;46;0;0;0;0
3;5;47;0;0;0;0
3;5;48;0;0;0;0
3;5;49;0;0;0;0
3;5;50;0;0;0;0
3;6;1;0;0;0;0
3;6;2;0;0;0;0
3;6;3;0;0;0;0
3;6;4;0;0;0;0
3;6;5;0;0;0;0
3;6;6;0;0;0;0
3;6;7;0;0;0;0
3;6;8;0;0;0;0
3;6;9;0;0;0;0
3;6;10;0;0;0;0
3;6;11;0;0;0;0
3;6;12;0;0;0;0
3;6;13;0;0;0;0
3;6;14;0;0;0;0
3;6;15;0;0;0;0
3;6;16;0;0;0;0
3;6;17;0;0;0;0
3;6;18;0;0;0;0
3;6;19;0;0;0;0
3;6;20;0;0;0;0
3;6;21;0;0;0;0
3;6;22;0;0;0;0
3;6;23;0;0;0;0
3;6;24;0;0;0;0
3;6;25;0;0;0;0
3;6;26;0;0;0;0
3;6;27;0;0;0;0
3;6;28;0;0;0;0
3;6;29;0;0;0;0
3;6;30;0;0;0;0
3;6;31;0;0;0;0
3;6;32;0;0;0;0
3;6;33;0;0;0;0
3;6;34;0;0;0;0
3;6;35;0;0;0;0
3;6;36;0;0;0;0
3;6;37;0;0;0;0
3;6;38;0;0;0;0
3;6;39;0;0;0;0
3;6;40;0;0;0;0
3;6;41;0;0;0;0
3;6;42;0;0;0;0
3;6;43;0;0;0;0
3;6;44;0;0;0;0
3;6;45;0;0;0;0
3;6;46;0;0;0;0
3;6;47;0;0;0;0
3;6;48;0;0;0;0
3;6;49;0;0;0;0
3;6;50;0;0;0;0
4;1;1;0;0;0;0
4;1;2;0;0;0;0
4;1;3;0;0;0;0
4;1;4;0;0;0;0
4;1;5;0;0;0;0
4;1;6;0;0;0;0
4;1;7;0;0;0;0
4;1;8;0;0;0;0
4;1;9;0;0;0;0
4;1;10;0;0;0;0
4;1;11;0;0;0;0
4;1;12;0;0;0;0
4;1;13;0;0;0;0
4;1;14;0;0;0;0
4;1;15;0;0;0;0
4;1;16;0;0;0;0
4;1;17;0;0;0;0
4;1;18;0;0;0;0
4;1;19;0;0;0;0
4;1;20;0;0;0;0
4;1;21;0;0;0;0
4;1;22;0;0;0;0
4;1;23;0;0;0;0
4;1;24;0;0;0;0
4;1;25;0;0;0;0
4;1;26;0;0;0;0
4;1;27;0;0;0;0
4;1;28;0;0;0;0
4;1;29;0;0;0;0
4;1;30;0;0;0;0
4;1;31;0;0;0;0
4;1;32;0;0;0;0
4;1;33;0;0;0;0
4;1;34;0;0;0;0
4;1;35;0;0;0;0
4;1;36;0;0;0;0
4;1;37;0;0;0;0
4;1;38;0;0;0;0
4;1;39;0;0;0;0
4;1;40;0;0;0;0
4;1;41;0;0;0;0
4;1;42;0;0;0;0
4;1;43;0;0;0;0
4;1;44;0;0;0;0
4;1;45;0;0;0;0
4;1;46;0;0;0;0
4;1;47;0;0;0;0
4;1;48;0;0;0;0
4;1;49;0;0;0;0
4;1;50;0;0;0;0
4;2;1;0;0;0;0
4;2;2;0;0;0;0
4;2;3;0;0;0;0
4;2;4;0;0;0;0
4;2;5;0;0;0;0
4;2;6;0;0;0;0
4;2;7;0;0;0;0
4;2;8;0;0;0;0
4;2;9;0;0;0;0
4;2;10;0;0;0;0
4;2;11;0;0;0;0
4;2;12;0;0;0;0
4;2;13;0;0;0;0
4;2;14;0;0;0;0
4;2;15;0;0;0;0
4;2;16;0;0;0;0
4;2;17;0;0;0;0
4;2;18;0;0;0;0
4;2;19;0;0;0;0
4;2;20;0;0;0;0
4;2;21;0;0;0;0
4;2;22;0;0;0;0
4;2;23;0;0;0;0
4;2;24;0;0;0;0
4;2;25;0;0;0;0
4;2;26;0;0;0;0
4;2;27;0;0;0;0
4;2;28;0;0;0;0
4;2;29;0;0;0;0
4;2;30;0;0;0;0
4;2;31;0;0;0;0
4;2;32;0;0;0;0
4;2;33;0;0;0;0
4;2;34;0;0;0;0
4;2;35;0;0;0;0
4;2;36;0;0;0;0
4;2;37;0;0;0;0
4;2;38;0;0;0;0
4;2;39;0;0;0;0
4;2;40;0;0;0;0
4;2;41;0;0;0;0
